hour,lat,long,signal,network,operator,status,description,speed,satellites,precission,provider,activity,postal_code
09:53:18,41.4589,1.9524,12,orange,Orange,0,STATE_IN_SERVICE,0.5,3.0,32.0,gps,ON_FOOT,81960.0
09:53:59,41.75077,1.8635,16,orange,Orange,0,STATE_IN_SERVICE,11.6,7.0,64.0,gps,STILL,82135.0
09:54:05,41.7417,2.13296,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,70.3,8.0,25.0,gps,IN_VEHICLE,80641.0
09:54:18,41.65083,2.17921,4,movistar,Movistar,0,STATE_IN_SERVICE,2.3,6.0,10.0,gps,ON_BICYCLE,80333.0
09:54:55,41.53184,2.298,11,movistar,Movistar,0,STATE_IN_SERVICE,0.6,1.0,16.0,gps,STILL,82969.0
09:54:57,41.74937,2.12438,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,76.9,5.0,30.0,gps,IN_VEHICLE,80641.0
09:55:10,41.7496,1.86473,19,orange,Orange,0,STATE_IN_SERVICE,8.4,4.0,64.0,gps,STILL,82135.0
09:56:09,41.75057,2.11922,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,22.5,4.0,24.0,gps,IN_VEHICLE,80641.0
09:56:23,41.74624,1.86117,19,orange,Orange,0,STATE_IN_SERVICE,23.4,5.0,48.0,gps,STILL,82135.0
09:56:27,41.65106,2.17874,2,movistar,Movistar,0,STATE_IN_SERVICE,1.3,6.0,11.0,gps,ON_BICYCLE,80333.0
09:56:28,41.58645,2.17938,7,movistar,pepephone,0,STATE_IN_SERVICE,0.0,0.0,51.0,fused,STILL,81568.0
09:56:30,41.60778,2.09301,26,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,12.0,10.0,gps,IN_VEHICLE,80517.0
09:57:05,41.60779,2.09327,14,vodafone,vodafone ES,0,STATE_IN_SERVICE,2.2,1.0,13.0,gps,UNKNOWN,80517.0
09:58:14,-8.05029,-34.93873,12,VIVO,VIVO,0,STATE_IN_SERVICE,0.2,5.0,47.0,gps,TILTING,
10:00:03,41.53222,2.29823,14,movistar,Movistar,0,STATE_IN_SERVICE,0.5,1.0,13.0,gps,TILTING,82969.0
10:01:12,41.53154,2.29777,14,movistar,Movistar,0,STATE_IN_SERVICE,4.4,1.0,12.0,gps,IN_VEHICLE,82969.0
10:05:03,41.53157,2.29749,14,movistar,Movistar,0,STATE_IN_SERVICE,0.4,3.0,30.0,gps,IN_VEHICLE,82969.0
10:06:11,41.53207,2.29759,12,movistar,Movistar,0,STATE_IN_SERVICE,2.9,1.0,45.0,gps,STILL,82969.0
10:06:32,41.6126,2.26667,0,vodafone,vodafone ES,0,STATE_IN_SERVICE,77.5,5.0,32.0,gps,IN_VEHICLE,81075.0
10:08:04,41.65271,2.17637,2,movistar,Movistar,0,STATE_IN_SERVICE,1.4,5.0,9.0,gps,IN_VEHICLE,80333.0
10:13:32,41.23995,1.57687,7,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,36.0,fused,IN_VEHICLE,430249.0
10:14:46,41.44701,2.20851,13,movistar,Movistar,0,STATE_IN_SERVICE,0.7,0.0,30.0,fused,ON_FOOT,82457.0
10:15:03,40.54734,0.52223,30,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,41.0,gps,STILL,430043.0
10:17:59,41.51065,2.19578,14,movistar,Movistar,0,STATE_IN_SERVICE,0.0,9.0,16.0,gps,ON_FOOT,81056.0
10:18:25,41.75415,1.85965,12,movistar,Movistar,0,STATE_IN_SERVICE,0.0,1.0,22.0,gps,TILTING,82135.0
10:19:13,41.51046,2.19584,7,movistar,Movistar,0,STATE_IN_SERVICE,1.1,7.0,18.0,gps,UNKNOWN,81056.0
10:19:25,41.32688,0.63782,1,orange,Orange,0,STATE_IN_SERVICE,2.7,5.0,8.0,gps,TILTING,250560.0
10:20:33,-8.05078,-34.93835,15,VIVO,VIVO,0,STATE_IN_SERVICE,0.2,6.0,11.0,gps,TILTING,
10:21:24,41.65055,2.17405,3,movistar,Movistar,0,STATE_IN_SERVICE,1.4,9.0,6.0,gps,UNKNOWN,80333.0
10:23:02,42.00061,2.27729,11,orange,Orange,0,STATE_IN_SERVICE,0.0,0.0,37.0,fused,STILL,81120.0
10:23:45,41.22443,1.53517,10,orange,Orange,0,STATE_IN_SERVICE,0.0,2.0,24.0,gps,UNKNOWN,431634.0
10:25:47,41.64985,2.17301,4,movistar,Movistar,0,STATE_IN_SERVICE,1.6,10.0,5.0,gps,STILL,80333.0
10:27:49,41.24009,1.57718,7,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,0.0,24.0,fused,IN_VEHICLE,430249.0
10:30:38,-8.05075,-34.93854,14,VIVO,VIVO,0,STATE_IN_SERVICE,0.1,4.0,35.0,gps,TILTING,
10:31:17,41.62507,2.28653,13,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.8,1.0,12.0,gps,ON_FOOT,80410.0
10:35:15,41.32823,2.09286,11,vodafone,vodafone ES,0,STATE_IN_SERVICE,4.2,2.0,49.0,gps,ON_FOOT,81691.0
10:37:54,41.22488,1.53482,14,orange,Orange,0,STATE_IN_SERVICE,2.4,3.0,57.0,gps,UNKNOWN,431634.0
10:38:08,41.40355,1.69849,7,orange,JAZZTEL,0,STATE_IN_SERVICE,0.1,4.0,14.0,gps,TILTING,81748.0
10:42:44,41.64877,2.17445,4,movistar,Movistar,0,STATE_IN_SERVICE,0.0,9.0,15.0,gps,IN_VEHICLE,80333.0
10:44:54,41.64871,2.17532,4,movistar,Movistar,0,STATE_IN_SERVICE,2.0,8.0,18.0,gps,STILL,80333.0
10:45:12,41.74526,2.62607,13,movistar,pepephone,0,STATE_IN_SERVICE,3.7,10.0,15.0,gps,ON_FOOT,170834.0
10:45:16,-8.05059,-34.93838,15,VIVO,VIVO,0,STATE_IN_SERVICE,0.1,7.0,23.0,gps,TILTING,
10:45:54,41.44709,2.20841,8,movistar,Movistar,0,STATE_IN_SERVICE,0.5,0.0,42.0,fused,ON_FOOT,82457.0
10:47:25,41.32697,0.63853,8,orange,Orange,0,STATE_IN_SERVICE,0.3,12.0,11.0,gps,UNKNOWN,250560.0
10:50:10,41.74201,2.6239,9,movistar,pepephone,0,STATE_IN_SERVICE,4.9,12.0,8.0,gps,ON_FOOT,170834.0
10:51:04,41.08461,1.0964,6,movistar,Movistar,0,STATE_IN_SERVICE,0.0,7.0,14.0,gps,IN_VEHICLE,430385.0
10:52:39,-8.05096,-34.93839,13,VIVO,VIVO,0,STATE_IN_SERVICE,0.3,3.0,28.0,gps,UNKNOWN,
10:53:06,-8.05065,-34.93841,7,VIVO,VIVO,0,STATE_IN_SERVICE,4.6,2.0,28.0,gps,TILTING,
10:53:14,41.61978,2.67275,15,movistar,Movistar,0,STATE_IN_SERVICE,0.6,0.0,30.0,gps,IN_VEHICLE,81635.0
10:54:25,41.54401,1.89225,1,orange,Orange,0,STATE_IN_SERVICE,0.0,0.0,30.0,fused,UNKNOWN,81477.0
10:55:07,41.74091,2.6233,3,movistar,pepephone,0,STATE_IN_SERVICE,1.6,10.0,5.0,gps,ON_FOOT,170834.0
10:56:12,41.74052,2.62237,3,movistar,pepephone,0,STATE_IN_SERVICE,5.0,11.0,34.0,gps,ON_FOOT,170834.0
10:57:24,41.64843,2.1782,4,movistar,Movistar,0,STATE_IN_SERVICE,1.2,12.0,12.0,gps,STILL,80333.0
10:59:10,41.32263,2.09397,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,1.0,5.0,37.0,gps,ON_FOOT,81691.0
10:59:29,41.64891,2.17714,4,movistar,Movistar,0,STATE_IN_SERVICE,3.0,9.0,9.0,gps,STILL,80333.0
11:00:30,41.64249,2.70406,10,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,24.0,fused,STILL,82613.0
11:01:01,41.64898,2.17681,4,movistar,Movistar,0,STATE_IN_SERVICE,1.1,9.0,14.0,gps,STILL,80333.0
11:02:01,-8.05045,-34.93816,5,VIVO,VIVO,0,STATE_IN_SERVICE,1.8,0.0,11.0,gps,ON_FOOT,
11:02:24,-8.05066,-34.93834,6,VIVO,VIVO,0,STATE_IN_SERVICE,4.8,4.0,22.0,gps,TILTING,
11:03:17,41.3279,0.6413,11,orange,Orange,0,STATE_IN_SERVICE,0.1,4.0,9.0,gps,TILTING,250560.0
11:05:03,41.40347,1.69819,11,orange,JAZZTEL,0,STATE_IN_SERVICE,0.1,4.0,15.0,gps,TILTING,81748.0
11:05:05,41.53057,2.2979,11,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,33.0,gps,TILTING,82969.0
11:05:33,41.64909,2.17659,4,movistar,Movistar,0,STATE_IN_SERVICE,0.3,12.0,12.0,gps,STILL,80333.0
11:05:47,41.64932,2.17618,4,movistar,Movistar,0,STATE_IN_SERVICE,11.2,9.0,8.0,gps,STILL,80333.0
11:06:08,42.10367,3.14746,18,yoigo,YOIGO,0,STATE_IN_SERVICE,0.0,1.0,24.0,gps,ON_FOOT,170622.0
11:07:47,41.32773,0.64157,22,orange,Orange,0,STATE_IN_SERVICE,0.4,2.0,11.0,gps,ON_FOOT,250560.0
11:07:55,41.32785,0.64175,22,orange,Orange,0,STATE_IN_SERVICE,9.2,3.0,10.0,gps,TILTING,250560.0
11:09:10,41.5596,2.23155,11,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.1,7.0,32.0,gps,ON_FOOT,81593.0
11:09:11,41.32116,2.09545,12,vodafone,vodafone ES,0,STATE_IN_SERVICE,1.2,1.0,9.0,gps,ON_FOOT,81691.0
11:10:51,41.50992,2.19608,6,movistar,Movistar,0,STATE_IN_SERVICE,0.5,3.0,18.0,gps,STILL,81056.0
11:11:02,41.78487,1.10335,14,movistar,Movistar,0,STATE_IN_SERVICE,0.0,7.0,10.0,gps,IN_VEHICLE,250030.0
11:11:11,41.32773,0.64133,15,orange,Orange,0,STATE_IN_SERVICE,0.7,3.0,11.0,gps,STILL,250560.0
11:13:46,41.78506,1.10338,11,movistar,Movistar,0,STATE_IN_SERVICE,0.5,9.0,9.0,gps,TILTING,250030.0
11:15:02,41.65029,2.17643,4,movistar,Movistar,0,STATE_IN_SERVICE,0.7,9.0,8.0,gps,STILL,80333.0
11:15:16,41.73912,2.62366,19,movistar,pepephone,0,STATE_IN_SERVICE,0.6,2.0,36.0,gps,ON_FOOT,170834.0
11:16:16,42.10352,3.14725,17,yoigo,YOIGO,0,STATE_IN_SERVICE,0.1,4.0,11.0,gps,STILL,170622.0
11:16:32,41.32711,0.63872,14,orange,Orange,0,STATE_IN_SERVICE,2.6,8.0,6.0,gps,ON_FOOT,250560.0
11:18:15,41.32731,0.63763,0,orange,Orange,0,STATE_IN_SERVICE,3.3,11.0,8.0,gps,TILTING,250560.0
11:18:39,41.78486,1.10329,10,movistar,Movistar,0,STATE_IN_SERVICE,0.3,5.0,9.0,gps,TILTING,250030.0
11:19:13,41.73921,2.62165,20,movistar,pepephone,0,STATE_IN_SERVICE,2.5,4.0,87.0,gps,STILL,170834.0
11:19:16,41.95543,2.64001,6,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,4.0,13.0,gps,ON_FOOT,170084.0
11:20:17,41.32737,0.63814,0,orange,Orange,0,STATE_IN_SERVICE,1.3,2.0,34.0,gps,TILTING,250560.0
11:20:22,41.32702,0.63775,0,orange,Orange,0,STATE_IN_SERVICE,36.7,7.0,16.0,gps,ON_FOOT,250560.0
11:23:03,41.32719,0.63764,28,orange,Orange,0,STATE_IN_SERVICE,0.5,5.0,12.0,gps,UNKNOWN,250560.0
11:26:47,41.64834,2.17969,4,movistar,Movistar,0,STATE_IN_SERVICE,1.8,7.0,47.0,gps,STILL,80333.0
11:27:24,41.78486,1.10359,11,movistar,Movistar,0,STATE_IN_SERVICE,0.2,2.0,15.0,gps,UNKNOWN,250030.0
11:29:50,41.6488,2.17916,5,movistar,Movistar,0,STATE_IN_SERVICE,1.3,4.0,19.0,gps,UNKNOWN,80333.0
11:30:23,41.203,1.67464,25,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,6.0,6.0,gps,UNKNOWN,80749.0
11:31:24,41.78485,1.10329,14,movistar,Movistar,0,STATE_IN_SERVICE,0.4,0.0,36.0,gps,UNKNOWN,250030.0
11:32:20,41.84151,2.24988,14,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,1.0,22.0,gps,UNKNOWN,82690.0
11:33:29,41.78458,1.10337,14,movistar,Movistar,0,STATE_IN_SERVICE,0.9,3.0,20.0,gps,UNKNOWN,250030.0
11:34:22,41.62527,2.28647,11,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,3.0,19.0,gps,ON_FOOT,80410.0
11:37:59,41.40342,1.69877,26,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,15.0,9.0,gps,TILTING,81748.0
11:40:43,41.60936,2.34376,19,movistar,Movistar,0,STATE_IN_SERVICE,3.2,4.0,15.0,gps,UNKNOWN,81810.0
11:41:07,41.40276,1.6988,17,orange,JAZZTEL,0,STATE_IN_SERVICE,1.4,0.0,24.0,gps,STILL,81748.0
11:42:43,41.32717,0.63846,13,orange,Orange,0,STATE_IN_SERVICE,0.2,1.0,11.0,gps,TILTING,250560.0
11:42:57,3.75495,8.78084,15,GETESA,GETESA,0,STATE_IN_SERVICE,0.0,0.0,37.0,gps,ON_FOOT,
11:45:22,41.78478,1.10329,14,movistar,Movistar,0,STATE_IN_SERVICE,0.1,3.0,16.0,gps,UNKNOWN,250030.0
11:46:23,40.71752,0.49205,10,orange,Orange,0,STATE_IN_SERVICE,0.0,0.0,18.0,gps,TILTING,431384.0
11:48:04,41.32671,0.63896,0,orange,Orange,0,STATE_IN_SERVICE,0.7,6.0,12.0,gps,IN_VEHICLE,250560.0
11:48:16,41.32642,0.63884,0,orange,Orange,0,STATE_IN_SERVICE,10.4,7.0,11.0,gps,TILTING,250560.0
11:49:09,41.3267,0.63864,0,orange,Orange,0,STATE_IN_SERVICE,2.4,7.0,16.0,gps,ON_FOOT,250560.0
11:56:35,41.65044,2.17955,3,movistar,Movistar,0,STATE_IN_SERVICE,0.0,5.0,16.0,gps,STILL,80333.0
11:57:49,-8.11448,-35.23789,3,VIVO,VIVO,0,STATE_IN_SERVICE,87.1,8.0,9.0,gps,IN_VEHICLE,
12:00:02,41.47982,1.79526,27,movistar,Movistar,0,STATE_IN_SERVICE,0.0,5.0,11.0,gps,UNKNOWN,81192.0
12:00:26,41.29086,1.98293,2,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,0.0,36.0,fused,STILL,80569.0
12:01:49,42.24679,2.93793,18,movistar,movistar,0,STATE_IN_SERVICE,0.0,3.0,10.0,gps,TILTING,172214.0
12:02:04,41.5318,2.29789,7,movistar,Movistar,0,STATE_IN_SERVICE,0.1,0.0,8.0,gps,TILTING,82969.0
12:03:21,41.53177,2.29757,14,movistar,Movistar,0,STATE_IN_SERVICE,1.3,0.0,45.0,gps,TILTING,82969.0
12:03:37,41.53174,2.29802,14,movistar,Movistar,0,STATE_IN_SERVICE,8.5,2.0,36.0,gps,IN_VEHICLE,82969.0
12:03:58,41.41694,2.22579,20,yoigo,Yoigo,0,STATE_IN_SERVICE,73.1,8.0,6.0,gps,IN_VEHICLE,81944.0
12:04:52,41.42483,2.21691,13,yoigo,Yoigo,0,STATE_IN_SERVICE,77.4,7.0,6.0,gps,IN_VEHICLE,81944.0
12:05:08,41.53129,2.29795,28,movistar,Movistar,0,STATE_IN_SERVICE,2.0,2.0,41.0,gps,STILL,82969.0
12:09:30,41.65218,2.17715,3,movistar,Movistar,0,STATE_IN_SERVICE,1.3,5.0,12.0,gps,IN_VEHICLE,80333.0
12:09:41,41.47062,2.16556,11,yoigo,Yoigo,0,STATE_IN_SERVICE,110.4,9.0,12.0,gps,IN_VEHICLE,81252.0
12:09:59,7.74282,98.77446,6,DTAC,DTAC,0,STATE_IN_SERVICE,0.6,7.0,15.0,gps,ON_FOOT,
12:10:43,41.48732,2.15956,11,yoigo,Yoigo,0,STATE_IN_SERVICE,111.6,10.0,7.0,gps,IN_VEHICLE,81252.0
12:11:51,41.50233,2.14392,11,yoigo,Yoigo,0,STATE_IN_SERVICE,112.1,13.0,10.0,gps,IN_VEHICLE,81803.0
12:12:05,7.7419,98.77459,6,DTAC,DTAC,0,STATE_IN_SERVICE,2.9,2.0,23.0,gps,ON_FOOT,
12:13:06,-8.16699,-35.45178,13,VIVO,VIVO,0,STATE_IN_SERVICE,88.8,10.0,15.0,gps,IN_VEHICLE,
12:13:29,41.65327,2.17657,7,movistar,Movistar,0,STATE_IN_SERVICE,2.0,9.0,14.0,gps,IN_VEHICLE,80333.0
12:13:40,41.50043,2.11755,11,yoigo,Yoigo,0,STATE_IN_SERVICE,88.9,8.0,7.0,gps,IN_VEHICLE,82665.0
12:14:39,7.74115,98.77405,10,DTAC,DTAC,0,STATE_IN_SERVICE,2.4,0.0,42.0,gps,UNKNOWN,
12:14:42,41.49314,2.10239,11,yoigo,Yoigo,0,STATE_IN_SERVICE,87.5,6.0,8.0,gps,IN_VEHICLE,82665.0
12:16:19,41.47979,1.79555,20,movistar,Movistar,0,STATE_IN_SERVICE,0.1,4.0,34.0,gps,UNKNOWN,81192.0
12:17:03,42.28017,2.97244,12,yoigo,Yoigo,0,STATE_IN_SERVICE,63.6,17.0,16.0,gps,IN_VEHICLE,172142.0
12:17:59,7.74066,98.77378,11,DTAC,DTAC,0,STATE_IN_SERVICE,1.1,6.0,17.0,gps,ON_FOOT,
12:19:02,42.29269,2.94618,12,yoigo,Yoigo,0,STATE_IN_SERVICE,77.9,17.0,9.0,gps,IN_VEHICLE,170932.0
12:19:56,42.3004,2.94023,12,yoigo,Yoigo,0,STATE_IN_SERVICE,66.6,15.0,8.0,gps,IN_VEHICLE,170932.0
12:19:58,41.65231,2.17529,11,movistar,Movistar,0,STATE_IN_SERVICE,1.4,6.0,14.0,gps,STILL,80333.0
12:20:49,42.30882,2.9348,12,yoigo,Yoigo,0,STATE_IN_SERVICE,70.4,6.0,16.0,gps,IN_VEHICLE,171352.0
12:21:28,41.86404,2.65536,13,movistar,Movistar,0,STATE_IN_SERVICE,0.0,1.0,33.0,gps,STILL,171805.0
12:21:37,42.31375,2.93197,12,yoigo,Yoigo,0,STATE_IN_SERVICE,44.7,8.0,6.0,gps,IN_VEHICLE,171352.0
12:22:03,7.73988,98.77314,8,DTAC,DTAC,0,STATE_IN_SERVICE,1.6,1.0,36.0,gps,STILL,
12:22:07,41.65128,2.1748,11,movistar,Movistar,0,STATE_IN_SERVICE,3.4,8.0,12.0,gps,STILL,80333.0
12:22:32,42.32074,2.93146,12,yoigo,Yoigo,0,STATE_IN_SERVICE,50.3,8.0,4.0,gps,IN_VEHICLE,171352.0
12:23:35,42.33149,2.92636,12,yoigo,Yoigo,0,STATE_IN_SERVICE,73.0,7.0,6.0,gps,IN_VEHICLE,171352.0
12:24:10,7.73993,98.77332,5,DTAC,DTAC,0,STATE_IN_SERVICE,0.6,4.0,18.0,gps,UNKNOWN,
12:24:36,42.34217,2.91627,12,yoigo,Yoigo,0,STATE_IN_SERVICE,85.5,9.0,8.0,gps,IN_VEHICLE,172348.0
12:24:58,41.65071,2.17393,7,movistar,Movistar,0,STATE_IN_SERVICE,2.0,8.0,19.0,gps,STILL,80333.0
12:25:29,42.21912,2.54729,14,movistar,Movistar,0,STATE_IN_SERVICE,0.1,0.0,64.0,gps,STILL,171851.0
12:25:30,41.64313,2.30027,7,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,46.0,gps,ON_FOOT,80863.0
12:25:38,42.35299,2.9052,12,yoigo,Yoigo,0,STATE_IN_SERVICE,87.6,11.0,13.0,gps,IN_VEHICLE,172348.0
12:26:37,42.36466,2.89697,12,yoigo,Yoigo,0,STATE_IN_SERVICE,89.3,14.0,7.0,gps,IN_VEHICLE,170427.0
12:27:06,41.47941,1.7954,6,movistar,Movistar,0,STATE_IN_SERVICE,0.2,4.0,26.0,gps,TILTING,81192.0
12:27:27,42.3749,2.89305,12,yoigo,Yoigo,0,STATE_IN_SERVICE,85.1,7.0,9.0,gps,IN_VEHICLE,170427.0
12:27:43,41.64986,2.17293,4,movistar,Movistar,0,STATE_IN_SERVICE,2.8,7.0,20.0,gps,STILL,80333.0
12:28:09,42.24658,2.93806,15,movistar,movistar,0,STATE_IN_SERVICE,0.1,2.0,22.0,gps,ON_FOOT,172214.0
12:28:20,42.38522,2.88637,12,yoigo,Yoigo,0,STATE_IN_SERVICE,86.4,9.0,12.0,gps,IN_VEHICLE,170427.0
12:28:38,42.42604,3.16185,24,orange,JAZZTEL,0,STATE_IN_SERVICE,0.0,3.0,70.0,gps,STILL,171387.0
12:29:24,42.39753,2.88159,12,yoigo,Yoigo,0,STATE_IN_SERVICE,80.0,10.0,6.0,gps,IN_VEHICLE,170865.0
12:30:16,42.40381,2.87902,12,yoigo,Yoigo,0,STATE_IN_SERVICE,50.4,6.0,9.0,gps,IN_VEHICLE,170865.0
12:30:57,41.64968,2.17315,4,movistar,Movistar,0,STATE_IN_SERVICE,0.5,5.0,16.0,gps,STILL,80333.0
12:31:12,42.40984,2.87704,12,yoigo,Yoigo,0,STATE_IN_SERVICE,44.4,12.0,10.0,gps,IN_VEHICLE,170865.0
12:31:42,7.73915,98.77315,4,DTAC,DTAC,0,STATE_IN_SERVICE,0.7,1.0,25.0,gps,UNKNOWN,
12:32:15,42.41367,2.874,12,yoigo,Yoigo,0,STATE_IN_SERVICE,28.2,15.0,5.0,gps,IN_VEHICLE,170865.0
12:33:02,41.3828,2.05355,5,orange,Orange,0,STATE_IN_SERVICE,0.1,3.0,8.0,gps,STILL,82114.0
12:33:05,42.41793,2.87152,12,yoigo,Yoigo,0,STATE_IN_SERVICE,37.1,12.0,12.0,gps,IN_VEHICLE,170865.0
12:33:19,41.47974,1.7951,13,movistar,Movistar,0,STATE_IN_SERVICE,0.4,3.0,27.0,gps,UNKNOWN,81192.0
12:33:55,42.42409,2.86939,21,yoigo,Yoigo,0,STATE_IN_SERVICE,50.8,14.0,6.0,gps,IN_VEHICLE,170865.0
12:34:10,7.73822,98.77298,4,DTAC,DTAC,0,STATE_IN_SERVICE,2.5,5.0,14.0,gps,ON_FOOT,
12:34:49,42.42561,2.86766,22,yoigo,Yoigo,0,STATE_IN_SERVICE,14.8,12.0,8.0,gps,IN_VEHICLE,170865.0
12:35:41,42.42682,2.86788,22,yoigo,Yoigo,0,STATE_IN_SERVICE,9.4,12.0,17.0,gps,IN_VEHICLE,170865.0
12:35:45,7.73802,98.77316,5,DTAC,DTAC,0,STATE_IN_SERVICE,1.1,3.0,20.0,gps,STILL,
12:36:59,41.6432,2.29973,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.2,1.0,28.0,gps,STILL,80863.0
12:38:13,7.73796,98.77345,6,DTAC,DTAC,0,STATE_IN_SERVICE,0.8,3.0,17.0,gps,STILL,
12:39:19,41.72446,2.58194,18,movistar,Movistar,0,STATE_IN_SERVICE,122.1,4.0,19.0,gps,IN_VEHICLE,82021.0
12:39:53,41.64336,2.29995,7,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.5,2.0,42.0,gps,TILTING,80863.0
12:40:35,41.32721,0.63838,29,orange,Orange,0,STATE_IN_SERVICE,0.1,1.0,40.0,fused,STILL,250560.0
12:40:48,41.78182,3.03102,9,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,3.0,20.0,gps,STILL,171609.0
12:41:36,41.12069,1.17969,5,movistar,Movistar,0,STATE_IN_SERVICE,0.0,1.0,53.0,gps,IN_VEHICLE,439076.0
12:42:31,41.24619,1.79678,5,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.6,0.0,72.0,fused,STILL,82310.0
12:42:47,41.49745,2.35733,26,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,2.0,14.0,gps,UNKNOWN,81727.0
12:46:09,7.7379,98.77334,30,DTAC,DTAC,0,STATE_IN_SERVICE,0.0,4.0,5.0,gps,TILTING,
12:48:36,42.42752,2.86826,22,yoigo,Yoigo,0,STATE_IN_SERVICE,0.4,11.0,14.0,gps,IN_VEHICLE,170865.0
12:49:55,41.6487,2.1757,4,movistar,Movistar,0,STATE_IN_SERVICE,0.0,7.0,17.0,gps,STILL,80333.0
12:50:12,41.65214,1.14949,10,Eroski Movil,Eroski Movil,0,STATE_IN_SERVICE,2.9,8.0,18.0,gps,TILTING,252173.0
12:51:07,41.44453,1.73167,10,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.6,2.0,22.0,fused,TILTING,82877.0
12:51:08,42.41528,2.87201,22,yoigo,Yoigo,0,STATE_IN_SERVICE,33.0,10.0,10.0,gps,IN_VEHICLE,170865.0
12:52:01,42.41103,2.87604,18,yoigo,Yoigo,0,STATE_IN_SERVICE,39.2,13.0,12.0,gps,IN_VEHICLE,170865.0
12:53:02,42.40359,2.87898,22,yoigo,Yoigo,0,STATE_IN_SERVICE,50.8,16.0,6.0,gps,IN_VEHICLE,170865.0
12:53:02,41.44715,2.20831,2,movistar,Movistar,0,STATE_IN_SERVICE,0.0,0.0,20.0,fused,STILL,82457.0
12:53:16,41.58634,2.1791,12,movistar,pepephone,0,STATE_IN_SERVICE,0.0,0.0,42.0,fused,TILTING,81568.0
12:53:53,42.39744,2.88161,22,yoigo,Yoigo,0,STATE_IN_SERVICE,50.6,8.0,8.0,gps,IN_VEHICLE,170865.0
12:54:40,42.38684,2.8844,17,yoigo,Yoigo,0,STATE_IN_SERVICE,90.0,7.0,10.0,gps,IN_VEHICLE,170010.0
12:55:10,41.7821,3.03059,29,vodafone,vodafone ES,0,STATE_IN_SERVICE,0.0,1.0,26.0,gps,IN_VEHICLE,171609.0
12:55:33,42.37599,2.89224,17,yoigo,Yoigo,0,STATE_IN_SERVICE,94.6,9.0,8.0,gps,IN_VEHICLE,170427.0
12:55:46,-8.31475,-36.04661,1,VIVO,VIVO,0,STATE_IN_SERVICE,118.6,9.0,7.0,gps,IN_VEHICLE,
12:56:38,42.3633,2.89921,22,yoigo,Yoigo,0,STATE_IN_SERVICE,84.3,8.0,6.0,gps,IN_VEHICLE,170600.0
12:57:16,41.64895,2.17678,4,movistar,Movistar,0,STATE_IN_SERVICE,0.8,2.0,21.0,gps,TILTING,80333.0
12:57:22,-8.32015,-36.07371,9,VIVO,VIVO,0,STATE_IN_SERVICE,127.8,11.0,5.0,gps,IN_VEHICLE,
12:57:29,41.64877,2.17719,5,movistar,Movistar,0,STATE_IN_SERVICE,10.9,4.0,25.0,gps,TILTING,80333.0
12:57:41,42.35099,2.90643,14,yoigo,Yoigo,0,STATE_IN_SERVICE,85.2,15.0,10.0,gps,IN_VEHICLE,172348.0
12:58:43,42.34059,2.91745,19,yoigo,Yoigo,0,STATE_IN_SERVICE,85.3,13.0,7.0,gps,IN_VEHICLE,172348.0
12:58:46,41.64817,2.17784,8,movistar,Movistar,0,STATE_IN_SERVICE,4.0,2.0,14.0,gps,ON_BICYCLE,80333.0
12:59:11,41.84149,2.24966,13,vodafone,vodafone ES,0,STATE_IN_SERVICE,18.2,4.0,8.0,gps,TILTING,82690.0
12:59:44,42.33086,2.92746,22,yoigo,Yoigo,0,STATE_IN_SERVICE,80.3,7.0,8.0,gps,IN_VEHICLE,171352.0
13:00:06,41.64804,2.17813,7,movistar,Movistar,0,STATE_IN_SERVICE,1.3,7.0,10.0,gps,ON_FOOT,80333.0
13:00:47,42.32079,2.93152,22,yoigo,Yoigo,0,STATE_IN_SERVICE,66.7,11.0,18.0,gps,IN_VEHICLE,171352.0
13:01:06,41.53185,2.29809,11,movistar,Movistar,0,STATE_IN_SERVICE,0.0,1.0,15.0,gps,ON_FOOT,82969.0
