flight_id,fuel_usage,maintenance_check,baggage_errors,safety_incidents
FL4637-545,17453.44033456128,1,4,0
FL8889-784,18627.415555542735,0,2,0
FL5950-661,12321.283973153688,1,5,0
FL7730-619,9931.040199258889,1,4,0
FL4793-923,6505.27263259559,1,2,0
FL9664-949,18655.917262935356,0,2,0
FL6479-950,18728.27107971652,0,7,0
FL2141-141,10630.6905723432,0,2,0
FL9628-574,7072.135355281413,1,1,0
FL6283-926,17575.652181650603,0,3,1
FL5053-874,15523.432019412554,0,5,1
FL5382-697,19705.079950724146,1,3,0
FL5081-707,13732.279359125776,0,6,2
FL3711-407,17224.764850781576,1,2,0
FL8024-498,17500.217433094323,0,3,1
FL9839-149,19341.801477592428,1,3,0
FL5996-909,5320.244771663306,0,5,0
FL2181-669,10012.776981539097,1,4,2
FL4366-254,11654.95865576893,0,4,0
FL4903-924,5279.382799044022,1,6,0
FL9348-480,5534.330113387537,1,4,2
FL3599-771,6747.93514000777,0,4,0
FL8819-867,7786.9954986591,0,7,0
FL9119-871,12659.640209376223,0,5,0
FL6292-338,11182.504757776145,1,6,2
FL2939-962,11278.886679067396,1,7,1
FL3975-272,14907.828910024835,0,1,0
FL4527-360,18377.803249659548,1,4,0
FL7437-624,7332.313104864676,1,6,0
FL6842-425,10010.246552323304,0,4,0
FL6941-152,18120.582206172978,1,3,1
FL5859-217,5963.921141570837,1,3,0
FL8328-255,14688.713210167345,1,5,2
FL3717-753,19252.82871521237,1,5,0
FL8070-822,5381.898135569497,0,8,0
FL6521-516,16653.611846354055,1,1,2
FL6903-948,5983.193321616171,0,3,0
FL1198-687,13523.786989193626,1,4,1
FL3988-181,7099.768288047499,1,7,0
FL4415-626,11668.741114297007,1,6,0
FL7816-503,10262.338118817035,0,5,0
FL6514-764,11454.060005649066,0,4,0
FL4053-292,16527.646460921416,1,2,0
FL9305-242,12823.121135716614,0,4,0
FL7978-454,9354.443103006748,0,4,0
FL9070-948,18562.352062212136,1,4,0
FL9795-511,5638.254175007484,1,7,0
FL4863-918,6962.051625614777,0,3,0
FL4067-896,11952.369705460493,1,3,0
FL6781-246,14463.299685828033,0,3,0
FL4504-943,19887.177767600635,1,5,0
FL2517-501,5053.681899104325,0,2,0
FL4018-737,8137.626989738339,0,4,0
FL4235-184,6534.317348792575,0,3,1
FL1447-818,15517.936872698856,0,1,0
FL4177-106,10133.518442909344,1,2,0
FL5034-970,19807.841766285896,0,5,0
FL7045-629,5127.41518359503,1,2,1
FL6945-935,9584.915442068417,0,2,2
FL2701-491,10367.25632988735,1,2,0
FL1617-551,15362.773952162324,1,2,0
FL7734-752,18123.148922605593,0,8,0
FL2368-745,17945.402881982074,0,3,0
FL4780-949,16969.972119758648,1,6,0
FL9948-575,14314.53610837434,0,3,0
FL1619-383,6721.036978829822,1,1,0
FL3877-819,12194.380571967198,1,6,1
FL2586-224,11729.12899665982,1,1,0
FL4300-876,15689.936018184377,0,7,0
FL9510-528,10633.594157570325,1,3,0
FL7737-930,10207.336214824423,0,6,1
FL4363-647,6840.686142653341,1,4,0
FL5293-333,5044.113476315168,0,5,0
FL3855-139,6378.50384626682,0,6,0
FL4877-577,5239.38037977336,1,6,0
FL5441-129,9001.980941069633,1,5,0
FL4746-812,14888.77339157878,0,2,0
FL1170-697,5259.057392937296,1,5,2
FL6121-736,9598.183600934562,0,3,0
FL7243-685,9040.630609092099,0,5,0
FL7716-963,15809.584661892866,0,4,0
FL7907-916,14984.963710238144,1,2,0
FL9258-253,10772.419893018927,0,4,0
FL3108-872,16141.993098618366,0,5,0
FL9493-471,6662.54006995324,0,2,0
FL9645-878,7146.69263279308,0,3,0
FL7394-748,12027.260285472286,1,3,1
FL9694-389,12688.769978669054,0,6,0
FL2264-165,13095.864939692925,1,3,0
FL3266-919,8442.194578777811,1,4,2
FL8968-408,5002.815200358174,0,2,2
FL8194-804,9677.023223724196,0,2,0
FL2052-838,13374.464098176979,0,5,0
FL5202-190,19105.51831073909,0,2,1
FL6985-941,5623.756703051553,1,2,1
FL9662-286,11995.47512306513,0,6,0
FL4689-788,19324.359074581018,0,3,1
FL7796-467,11369.548582767875,0,4,0
FL1072-727,13523.454334635744,1,2,0
FL2077-856,10565.21392915722,0,2,0
FL7234-293,12969.231244470397,1,6,0
FL2059-599,13018.800363101012,1,6,0
FL6371-818,14566.301876118257,0,2,0
FL2536-462,11741.695372208438,1,4,0
FL3211-607,11700.283753850203,1,2,0
FL4462-399,8218.294757924938,1,5,0
FL9003-831,12613.27749463492,1,2,0
FL7482-932,8909.741942560006,0,5,0
FL4853-505,9499.815548260674,1,3,0
FL4748-958,9862.19059426002,0,7,0
FL3611-545,8652.969692853447,1,2,0
FL7794-647,5846.375933352293,1,6,0
FL2141-830,15329.4990366273,0,4,0
FL5877-126,19831.00729071402,1,2,0
FL4629-661,16270.738849166653,1,2,0
FL6183-327,5261.035557629362,1,6,0
FL7739-778,5657.239085464219,0,3,0
FL8185-613,5969.654610950757,1,4,0
FL9127-827,13197.795244230236,0,5,0
FL4388-187,14508.464444968396,0,1,0
FL2945-234,16707.99515190895,1,7,0
FL1734-690,8499.324881509347,0,4,0
FL8420-110,16515.023055258353,1,6,0
FL5351-992,18574.16003220759,1,3,0
FL7344-652,17442.39907327894,0,5,0
FL8775-376,5252.389717806273,1,5,0
FL5975-920,13588.748617788997,1,2,0
FL1938-303,8491.164343525863,1,1,0
FL6258-261,15602.780683269286,0,2,0
FL6776-293,7692.57639139136,1,5,0
FL2439-735,15803.743887052007,1,5,2
FL7737-447,5951.9961386443665,0,5,0
FL5041-627,13550.134275582095,1,5,0
FL5721-559,13458.797515665112,0,1,0
FL1608-592,13420.851186803346,1,3,0
FL8431-405,8220.253565885923,0,6,0
FL7943-764,8235.526257340349,1,4,0
FL4621-530,5813.377700357118,1,6,1
FL8205-937,19666.087684697875,0,3,0
FL8352-605,8941.700898672656,0,2,0
FL9718-555,14745.288676020577,1,1,0
FL1070-102,15775.082588337344,0,5,2
FL1636-486,17805.094767552102,0,5,0
FL6622-255,7591.410087109207,1,4,0
FL3648-152,14745.930381073764,0,2,1
FL1947-929,7257.752862590837,1,3,0
FL8167-367,16279.100860365052,1,4,0
FL2726-732,5458.614535510612,0,1,2
FL4328-195,18652.53441691448,0,4,0
FL3137-601,8003.127925380828,0,8,0
FL4604-507,14188.5895979376,1,5,0
FL8159-384,6232.938651191653,1,4,0
FL9896-400,18245.509334852817,0,3,0
FL5852-691,19626.69892629696,0,2,0
FL6830-468,18339.929452081924,0,2,0
FL8352-367,5603.092117678385,0,2,1
FL9323-865,12569.025811666686,0,3,0
FL2820-888,19468.31796943405,0,4,2
FL3047-154,8788.012433173462,1,6,0
FL9690-460,17773.212512848757,0,5,0
FL5337-861,19762.977339621673,0,4,1
FL7845-304,13134.156148774424,0,6,0
FL8513-104,18211.161498076217,0,4,0
FL4100-294,10907.924213541417,0,4,0
FL5110-728,19083.726735666853,1,5,0
FL3514-709,18266.17523171908,0,7,0
FL7905-312,15303.76534475431,1,1,0
FL9656-999,11896.799451946321,0,1,0
FL6214-781,11958.059680967423,1,6,2
FL2399-359,12995.725836960057,0,1,0
FL3817-816,16388.521539630263,1,5,0
FL9273-682,5310.446414094916,0,2,2
FL9647-745,19901.447579495194,1,5,1
FL4794-497,11514.308548032754,1,3,2
FL9034-122,5028.412090711659,0,3,0
FL1772-477,14807.157161230853,0,2,0
FL7456-658,7636.042547373697,0,5,0
FL1215-883,19331.383322699337,1,5,0
FL1655-502,13243.713496920986,0,4,2
FL6310-654,7698.5829966056845,0,2,0
FL7494-588,17494.34544978369,1,4,1
FL1428-778,14292.291904345895,0,6,0
FL2887-512,19535.00293509096,1,2,2
FL6315-681,17834.953037264655,1,6,0
FL7833-530,12135.973613448166,0,5,2
FL5476-440,12301.357139935424,0,4,0
FL7544-152,16658.480364242736,1,4,0
FL7901-943,16986.279452340845,1,5,0
FL9433-212,7508.199305016011,1,7,0
FL4372-658,13524.749772646508,0,6,0
FL8335-301,19225.586535841223,0,3,0
FL9733-188,12688.740831353945,1,5,0
FL5635-504,10356.088515660535,1,5,0
FL9650-591,9180.200503383265,1,2,0
FL4972-127,5462.108655933776,0,5,0
FL3004-410,9464.953879393755,0,7,0
FL7271-294,10004.887644160692,0,1,0
FL6807-914,14616.48487614964,1,3,0
FL3872-877,9172.51989217685,1,6,0
FL9380-592,9498.578458482403,0,4,0
FL5958-947,17479.73292715812,0,3,0
FL7840-984,8353.863619444828,1,3,1
FL6242-917,12030.451256667151,0,5,2
FL6269-217,16843.112932070268,1,4,0
FL2015-715,13964.505397331624,0,5,0
FL4029-281,14768.744212523954,1,3,0
FL7821-688,8260.56361913454,0,6,0
FL4818-852,7398.675894790277,1,6,2
FL4498-603,15579.609256836759,0,3,0
FL1698-310,18857.31079600155,1,4,0
FL1105-192,9640.888383968491,0,5,0
FL8682-823,19271.512255107962,0,4,0
FL3140-275,13825.63799004298,1,4,0
FL8560-202,9637.418157691103,0,4,2
FL4126-914,5722.259082740238,0,4,0
FL9101-567,19438.272827026445,1,3,0
FL1648-277,13047.598141837967,0,7,2
FL8786-408,12947.695536013889,1,2,0
FL4683-601,8083.211560586598,0,6,0
FL6538-998,8175.97513042319,0,2,0
FL7808-818,11402.07018088244,0,3,0
FL2971-491,6624.748594599395,0,2,0
FL6418-128,12862.879393499272,1,1,0
FL3389-634,12246.89229849242,0,2,2
FL7795-387,17832.269631357536,0,1,0
FL9136-246,10010.027127141304,0,7,0
FL4022-151,11424.519444370364,1,4,0
FL9754-840,19522.616303605457,1,4,0
FL2414-377,10071.29606634691,0,6,0
FL3687-359,14662.435916921577,0,7,1
FL7003-172,6351.609756389398,0,4,0
FL4451-647,17272.42885190864,0,4,0
FL5987-395,9911.767790683829,0,3,0
FL5759-460,14699.720664824144,0,2,0
FL5894-461,10444.504383094205,0,1,2
FL8622-286,7304.349722940789,0,3,0
FL5211-517,14235.047298091751,0,2,0
FL4722-290,5674.833536804805,1,2,0
FL5742-360,8546.42434870901,1,7,0
FL6909-663,7064.207731895841,1,3,0
FL7988-752,13580.12881832707,0,7,0
FL9044-249,15146.762492949176,1,4,0
FL5975-947,10273.651732613693,0,3,1
FL4457-613,18551.351251475862,1,3,2
FL4249-502,12033.57503596508,1,6,0
FL9301-375,13203.134746089723,0,1,0
FL7486-323,18354.574673805,1,6,0
FL8679-112,12336.326766619763,1,7,0
FL7768-254,10107.955838738282,0,4,0
FL1948-940,6164.278659048868,1,2,0
FL8659-650,6268.875660387355,1,3,0
FL3906-267,10328.807498148686,0,5,0
FL1866-621,15598.63158947262,1,4,0
FL9968-198,9374.102925933727,0,5,0
FL4454-772,16574.956252492935,0,3,0
FL1493-894,14614.398045730923,1,6,0
FL1237-140,18818.78147778112,0,4,0
FL4159-961,5577.3010752408545,0,2,0
FL5761-346,8977.142918261346,1,3,0
FL4546-197,15194.521619531928,1,2,0
FL8014-796,10851.719853257428,1,4,0
FL9408-118,16816.868513905676,1,5,0
FL3579-775,6454.266248600024,1,7,0
FL9634-417,11059.18009246768,0,6,0
FL9755-321,19691.649671850435,0,7,0
FL6135-460,7868.199786840261,1,1,0
FL2506-768,17828.223430907787,0,7,0
FL5895-937,18850.203615861275,0,3,1
FL7478-950,7530.971240283901,1,3,0
FL6581-135,6519.824458254208,1,2,0
FL5238-205,14010.437035597675,0,3,2
FL8906-307,12214.50131967615,0,4,0
FL3832-970,14042.082185936179,0,4,0
FL4747-232,19772.01443266833,0,4,1
FL2228-105,6338.914029268629,0,3,0
FL2340-839,11292.306993898668,0,3,0
FL5960-989,15681.426864621983,1,5,0
FL7648-955,14078.942504380699,0,7,0
FL2190-526,11383.022626794038,0,4,0
FL6497-151,6507.747987501538,0,4,0
FL6754-384,14530.739250048022,1,6,1
FL3243-483,7027.7563441660095,1,7,0
FL4440-651,7527.808002456571,0,4,0
FL4741-598,10715.915233260614,0,1,0
FL8083-494,16954.36161045383,0,3,0
FL7622-417,17102.355012135224,0,1,0
FL3835-375,9742.892159656407,1,1,0
FL8529-732,18805.737611121185,0,5,0
FL3791-824,7691.591992978808,1,1,0
FL3873-199,12741.960544626405,0,4,0
FL8916-836,8842.680494992881,0,3,0
FL5671-878,12766.813710752054,0,3,0
FL5101-405,14340.479604305781,0,3,0
FL5618-212,8089.184168817529,1,3,0
FL1023-804,8208.267673805265,1,5,1
FL5231-309,15001.93096280969,0,6,2
FL6202-670,12287.032161340921,0,7,0
FL8574-837,11704.658019785784,0,6,0
FL4160-461,7488.100347456477,1,2,0
FL8616-507,14830.662915955854,1,1,2
FL3317-386,9224.455659379408,1,2,0
FL5542-517,18632.534037798592,1,3,2
FL4579-204,14208.634543276841,0,7,0
FL1314-637,15604.190508823818,0,1,0
FL7975-705,8634.67329978506,1,5,0
FL9778-892,15396.372780542368,0,2,0
FL9420-838,15512.486955834916,1,4,0
FL1499-285,5265.699179983662,1,3,0
FL8719-826,9826.843174963618,1,2,0
FL9714-237,5692.845174080282,1,4,0
FL7765-831,18491.656365622297,1,4,0
FL7873-939,19594.713888876486,0,2,0
FL3474-231,18846.974696257028,0,5,0
FL5555-757,17767.639582577453,1,3,0
FL5431-892,6012.036735747655,1,2,0
FL9944-440,16436.852614771633,0,4,0
FL3747-292,15324.031807790221,0,2,0
FL6009-300,15515.542326839715,0,3,0
FL4225-729,15397.219623077963,1,1,0
FL3643-282,15355.121334201314,1,3,0
FL6509-769,12486.520758016675,0,6,0
FL9549-177,7918.309104039145,0,6,0
FL2786-416,8208.368619619538,1,3,1
FL7021-992,5646.642807618626,1,5,0
FL2815-932,7247.508819142913,1,1,0
FL4997-562,9398.28466025852,0,4,1
FL1316-969,18650.784387618027,1,1,0
FL8200-842,8029.2694509727235,1,6,0
FL7016-760,14653.85982536371,0,3,0
FL9917-226,8638.748026309975,0,7,0
FL8734-826,9706.015349603127,1,3,2
FL5961-294,6027.51171926951,0,5,0
FL1848-454,12557.021569377623,1,4,0
FL5925-833,16988.963731034204,1,5,0
FL1802-595,18359.575333004177,1,1,0
FL5701-309,18787.196109282624,0,4,0
FL8354-872,14013.492789362223,0,8,0
FL2569-647,12342.549168817633,1,2,0
FL2420-879,14664.920859031043,1,6,0
FL4678-783,6504.553902678967,1,7,0
FL9132-854,16951.51230073421,0,7,1
FL1430-290,14380.268413160262,0,3,0
FL7102-432,7744.675892893656,0,5,0
FL5556-714,11170.313623305938,1,3,0
FL9416-288,19989.510343578935,1,7,0
FL1249-775,12400.568678576092,0,8,0
FL8011-131,8753.431472493858,0,7,0
FL7292-367,9774.76496239753,1,3,0
FL2271-236,8292.04478300762,0,4,2
FL3317-402,5969.238226579475,1,1,0
FL6281-130,15471.369955705557,1,4,0
FL1130-545,7762.9877596270235,0,2,1
FL2997-847,17935.119040423502,1,7,0
FL5836-773,9184.710634001767,0,5,0
FL1935-139,7621.255520982933,0,3,0
FL3449-644,14281.629910090494,1,3,1
FL9967-561,10043.084179010715,0,4,2
FL1670-318,16075.0951173217,0,3,2
FL3052-511,7226.554019985043,0,8,0
FL6668-211,13985.501255478068,0,6,0
FL7705-664,16471.211439529816,1,2,0
FL9155-237,17573.560528884947,0,5,0
FL7527-760,15320.548747300654,0,5,0
FL4931-514,13215.293520404637,1,2,0
FL2620-470,13484.698649603644,0,4,0
FL1760-373,12431.117331241829,0,2,0
FL3894-381,14141.789407970527,0,3,0
FL6977-283,11918.76993114312,0,2,0
FL7557-520,13565.775659889236,1,2,2
FL5767-228,11924.46126197179,0,3,0
FL1065-580,17850.238650103158,0,6,0
FL8347-580,13855.435914811178,0,6,0
FL6141-490,12932.996094131788,0,4,0
FL2926-605,13964.90056474479,1,6,0
FL3926-684,15666.23338909584,0,3,0
FL2638-419,10476.557544047304,0,6,0
FL7984-920,11282.913034073259,1,7,1
FL1538-830,15774.364128069765,1,5,0
FL5052-198,18026.833428436497,0,3,0
FL7514-756,6598.741417365439,1,4,2
FL8292-499,8451.151968374577,1,6,0
FL6691-927,9414.99952070947,1,2,0
FL5077-323,6823.472146936543,0,5,0
FL5529-688,17960.089991565394,1,5,0
FL5848-708,8699.455819543467,0,6,0
FL4041-669,13542.866347837416,1,3,0
FL9353-997,9346.262977671007,1,5,0
FL5766-851,8963.464954487423,0,3,0
FL1981-469,6076.875189115794,1,4,0
FL4684-734,12962.328348714022,0,2,0
FL7536-488,14427.179752064256,0,4,2
FL6841-925,5286.3966929284215,0,3,0
FL9892-755,12702.982617853333,1,3,0
FL5864-116,19905.675011207368,1,5,0
FL8576-664,7506.49537472657,0,2,0
FL2508-562,18577.150375177876,1,3,2
FL6594-539,5796.691622095893,1,2,0
FL9623-364,13825.66088615896,0,3,0
FL4659-698,14960.917538466396,0,3,0
FL4868-847,5432.18891115086,1,2,0
FL8295-244,16875.750672158218,0,2,0
FL8075-149,13618.608320548701,1,4,2
FL5890-457,5489.583777405827,1,3,0
FL4520-935,16422.547299416474,0,5,0
FL9632-849,11547.871730141349,0,6,0
FL5616-137,19751.320863052882,0,5,0
FL4260-193,14546.642338926962,1,2,0
FL6740-549,14695.451638382847,0,1,0
FL8989-975,11386.309931887605,1,3,0
FL2570-831,5504.859340153621,0,5,0
FL5315-990,13010.949262106089,1,3,0
FL4705-584,14475.301841155744,1,2,0
FL5096-583,16066.9846908448,0,1,0
FL1569-940,17206.479478348454,0,3,0
FL8738-178,10837.810207531893,1,1,0
FL1972-443,8111.403622309344,1,5,0
FL1935-966,15371.35591562599,0,5,0
FL2032-228,18935.225144911543,0,3,0
FL3965-368,5202.844858661619,0,6,0
FL5550-261,5286.769965772369,0,3,0
FL7697-938,15118.15354742686,0,7,0
FL3228-758,18413.41464161349,0,2,0
FL2055-974,18226.43050733548,1,7,0
FL4329-703,15530.35588038765,0,3,0
FL7332-683,15224.740667629601,1,4,0
FL9710-180,14202.999023623566,0,5,0
FL1801-364,12491.160483563684,0,4,0
FL2882-806,14973.457309352754,1,7,0
FL3861-380,19606.437839269427,1,2,0
FL7472-610,10526.808645494157,1,5,0
FL2057-994,8493.348250446194,0,2,0
FL4491-761,7043.852946526031,1,1,0
FL8972-351,14775.740780284003,1,6,0
FL4650-582,11633.687977062047,0,5,0
FL3442-485,14334.689353916943,0,8,0
FL8292-730,19242.46850574756,0,4,0
FL8554-977,17957.30968078601,1,5,0
FL2675-779,11281.510643697527,0,3,1
FL7129-975,11778.664628713712,0,5,0
FL2340-216,5737.436354839266,0,5,0
FL8672-284,19274.59650751848,0,6,0
FL5334-751,14166.788599562284,1,7,0
FL7668-384,14340.323889981502,0,4,2
FL5505-373,18992.3907301563,0,2,0
FL8778-188,13274.251411154106,1,5,0
FL7442-696,6499.101178680532,0,3,0
FL9813-799,7570.475238723852,0,7,0
FL7321-572,14792.589861673434,1,5,0
FL2568-106,6889.896943199258,1,5,0
FL4863-618,17887.909205318225,1,3,1
FL2111-446,5205.401099193052,1,1,2
FL5682-595,5461.297883402459,0,2,0
FL5564-838,6336.736653738786,1,2,0
FL3947-247,19421.328232726002,0,6,0
FL4878-560,11322.474420218572,0,4,0
FL5414-326,11974.912879679194,1,2,0
FL6382-340,15083.734656163373,1,4,0
FL4264-396,6847.729458421665,1,1,0
FL8142-808,12902.19166337623,1,1,0
FL2268-917,17428.333613665018,1,3,0
FL3380-448,9507.995410472231,1,4,0
FL6117-264,8444.539268563423,1,4,2
FL2971-980,14129.558938165763,1,6,0
FL2730-933,7855.149281521586,0,4,0
FL1876-182,16577.576835625947,0,1,0
FL4342-443,13258.60623452622,1,4,0
FL2152-842,13657.067362672035,1,2,0
FL6479-682,19715.195792436913,1,2,0
FL6059-583,14702.842158894773,1,7,1
FL5657-484,14155.480671345884,1,6,0
FL5288-695,15597.120592132445,1,3,0
FL9252-419,9543.407085224153,0,5,2
FL7979-660,19194.111656809848,1,2,0
FL3657-757,15386.841365261056,0,4,0
FL7445-622,8047.317874074042,0,5,1
FL3539-883,12708.469686663406,1,2,0
FL4604-857,15824.003728893918,1,3,0
FL4711-817,9371.594671591633,0,4,0
FL4519-898,19273.731264877075,0,2,0
FL2296-150,14919.045666401922,1,1,0
FL8220-905,8730.214688346501,1,3,0
FL4544-836,7045.449132992442,0,2,0
FL1916-544,14628.988671031917,0,5,1
FL5616-948,13401.207023130679,1,3,0
FL1354-521,11111.458317925186,1,4,0
FL4187-571,13269.747292110162,0,3,0
FL5011-721,12014.7817003541,0,1,1
FL5298-245,13587.80488848923,1,2,0
FL2749-508,11148.84408364498,0,6,0
FL1033-403,9014.425992404947,0,7,0
FL1506-322,19377.97214638539,0,2,0
FL6046-945,15618.5368380691,1,7,0
FL5891-219,14097.54842129516,1,6,0
FL5622-662,13704.110415287298,0,2,2
FL5764-342,6044.312671278527,0,1,2
FL7928-965,8609.145060805873,1,5,2
FL6337-208,15510.332409758683,0,4,0
FL8966-193,19552.85348481094,1,7,0
FL3936-572,6304.105905238786,0,4,0
FL7967-767,5460.97826256261,1,3,0
FL1060-944,17080.289849444343,1,8,0
FL1274-799,13213.820812830936,0,5,0
FL2414-720,16723.95477756113,0,7,0
FL2606-122,15583.783448998985,1,7,0
FL1282-165,9342.683804243607,0,2,2
FL5158-602,12547.454782060959,0,4,0
FL8517-503,6350.01217848422,0,4,0
FL9125-948,19792.325042897864,0,4,0
FL1737-548,10802.952170859053,0,3,2
FL1387-351,18468.816655754275,1,6,1
FL4903-528,5820.9215117891235,1,2,0
FL9264-360,12555.177252049985,0,4,0
FL1976-289,13842.223558561624,0,8,0
FL4722-267,17425.46071835858,0,5,2
FL7088-759,15859.358251984475,0,6,0
FL4572-928,8703.238543617306,0,8,0
FL4830-237,17329.23811321463,0,2,0
FL1291-338,16763.75885365613,1,4,0
FL8646-964,15305.104470438459,0,4,0
FL6167-773,7315.975752210537,0,2,0
FL5178-933,14791.603320487233,1,2,0
FL7342-144,5551.87762409859,1,4,0
FL2838-858,8830.944639489986,1,4,0
FL4830-676,7988.192591015775,1,5,0
FL1300-597,16999.513806901334,1,3,0
FL8186-200,14183.54729169471,0,6,0
FL9807-283,10880.794652032248,1,5,0
FL5465-372,12344.645122616534,1,2,0
FL8382-291,6875.073022222927,0,1,0
FL3905-996,6371.973509581108,0,2,0
FL5596-980,16000.06531207813,0,2,0
FL3529-446,12842.287505205473,1,6,0
FL7602-231,11900.483767458683,1,3,2
FL6144-719,15812.475352237125,1,5,0
FL9897-674,12358.917235275585,1,6,0
FL6421-176,7042.592042700403,0,4,0
FL3420-352,5009.5588023607,0,4,0
FL5970-501,12894.331709485807,0,4,0
FL4350-388,16495.105123258236,0,2,2
FL4133-364,12411.370916183154,1,1,0
FL1491-636,13258.031958797736,0,4,0
FL8269-806,16813.48935119833,1,6,0
FL5953-318,13542.229399672035,1,6,0
FL4079-428,19570.220581912705,0,4,0
FL8433-556,17807.150559857117,0,2,0
FL8756-474,7091.281743234027,0,6,0
FL8549-870,16934.24793883648,0,2,0
FL2527-137,13567.667406198334,0,3,1
FL4817-519,9405.091173689256,1,8,0
FL2657-202,15725.843365790828,0,2,0
FL9095-526,14167.394119654115,0,5,0
FL5119-207,10128.64803579086,0,3,1
FL9496-252,7898.173240553998,0,1,0
FL5486-861,8823.255861547786,0,6,0
FL3681-150,8342.68617773278,1,3,0
FL6001-700,16561.355962717505,1,4,1
FL8991-881,13730.54869849106,1,5,0
FL5984-309,7201.775131807233,0,5,0
FL7263-859,6475.494325172503,1,4,0
FL6781-421,6155.411445711632,1,6,0
FL9957-827,19168.11795805393,0,4,0
FL1632-959,5450.85566896516,0,1,0
FL6833-506,16416.57016503156,1,7,0
FL2535-447,6030.928345915845,0,8,0
FL8601-738,6340.998326994478,0,4,0
FL1522-442,16913.925640334797,1,2,0
FL7319-544,7395.177065291964,1,4,2
FL1519-770,14063.076159526245,1,2,0
FL7094-162,14424.229240199293,1,5,0
FL5269-200,5864.600523320142,0,6,1
FL4899-800,11813.255341823398,0,5,0
FL9113-594,8186.024234254543,1,3,0
FL6834-363,19664.570629494832,1,8,0
FL9729-594,12168.623348838722,1,3,0
FL7032-613,7549.869685680702,0,1,0
FL8755-754,14669.679980984722,1,2,0
FL6004-275,18286.617933595095,0,4,0
FL2680-752,13319.866450069861,0,3,0
FL8885-452,13426.440352698022,1,7,1
FL4249-944,13847.252262880524,0,8,0
FL7825-586,18885.167622351317,1,3,0
FL4017-910,10449.773975524084,1,2,0
FL2093-176,9956.67236778236,0,2,0
FL6446-249,5809.598177160687,1,1,0
FL5747-846,14986.38935032844,1,4,0
FL9650-362,18561.89767455206,1,8,0
FL6495-663,6962.34235891688,1,3,0
FL6526-545,14438.841143041336,0,4,0
FL7849-965,13495.827139749537,1,5,0
FL3602-125,8727.786987003254,1,5,1
FL4745-672,18215.877755418678,0,3,0
FL5334-187,6364.031112459465,0,2,0
FL6994-898,16357.425312663563,1,3,0
FL5470-785,12214.39869977969,1,2,0
FL2830-346,8574.920626160343,1,5,0
FL9816-251,19031.693526352203,1,6,1
FL4702-939,16689.31849354318,0,3,0
FL2239-731,19221.582146126,1,6,0
FL7768-554,12488.725823396457,0,3,1
FL1487-383,11071.881084139368,0,2,0
FL6698-253,7514.954454212968,1,3,0
FL5235-438,19845.703825863653,0,3,2
FL1539-507,7117.418314646378,1,7,0
FL1928-341,8921.671251163343,0,4,2
FL8438-735,7548.781394628109,1,2,0
FL5517-837,8740.121421212196,0,3,0
FL5399-112,8184.082750360347,0,2,0
FL3468-427,10655.569785838508,0,3,1
FL4825-549,13931.153711568002,0,3,0
FL4337-550,11352.208243489016,0,4,0
FL2190-500,13276.395705023404,0,3,2
FL6774-691,5687.259189187993,1,5,0
FL5285-912,7817.700635877034,1,8,0
FL1908-516,11909.536076030636,1,3,0
FL8337-750,18109.336126063114,0,3,0
FL9199-349,12299.715540379575,0,4,1
FL5906-706,18559.332131649204,1,3,0
FL8896-378,6085.02727347779,1,3,0
FL6003-579,7438.059654743478,1,3,2
FL5270-243,17545.538523533894,1,7,0
FL7377-227,7422.056975247133,0,4,0
FL3660-597,12035.464490301907,1,2,0
FL2585-773,11855.071231961672,1,3,0
FL3816-520,5435.096747137585,1,4,2
FL6344-358,19669.77323306574,1,5,0
FL7665-867,6846.567725114979,0,7,0
FL9735-165,5738.439641735677,1,5,0
FL7809-848,12107.268252563028,0,3,0
FL4585-166,11856.970756196248,1,2,0
FL1897-640,5770.968430776601,0,2,0
FL7034-655,14343.457030119727,1,2,0
FL5178-339,14093.8605239257,1,3,0
FL7454-153,5457.773438611789,0,3,0
FL2517-824,19360.692511870388,0,3,0
FL3669-663,7757.673123977836,1,4,0
FL6118-122,18279.875727152248,1,7,2
FL8872-654,8285.583034148118,0,5,0
FL1415-855,18783.15011991489,1,3,2
FL3596-438,17801.467417682437,1,4,0
FL8836-691,15908.841905983536,0,2,0
FL6762-352,8671.107061201112,1,6,0
FL1699-497,7352.328107173643,1,3,0
FL8978-120,8221.178376168835,0,6,0
FL6914-359,17837.59145398951,0,1,0
FL4874-102,18994.19144626511,1,8,0
FL5894-970,17084.091070207855,1,6,0
FL3719-499,11732.531429640338,0,6,0
FL2975-374,8719.09016594835,1,6,0
FL7691-295,6526.660327994772,0,7,0
FL6551-239,17571.418130104466,0,2,0
FL6784-806,16625.756972287858,1,4,0
FL7437-529,18543.704509202696,0,5,0
FL8714-761,11283.704772922738,1,4,0
FL5085-237,7547.936687701077,1,4,0
FL7078-187,14743.420545872652,1,2,0
FL8423-547,14110.7491524405,0,6,0
FL7945-915,18867.47072901218,0,3,0
FL4963-927,14096.368537390286,1,4,0
FL2400-214,15483.205026926678,1,5,0
FL2857-414,6780.838498267764,0,5,0
FL7247-706,5601.549686277859,1,3,0
FL3972-129,13361.834401560418,0,4,2
FL6098-382,18348.34564264238,1,2,0
FL5533-941,12193.089616794896,0,4,0
