id,user_id,session_id,ip_address,city,state,browser,traffic_source,uri,event_type
102831,7919,8e883147-b2c7-42fd-81c8-ef8d8ab061f4,20.174.143.133,Linyi,Yunnan,Firefox,Adwords,/cart,cart
102838,7919,76efe976-4d02-4d14-977c-49bfb6529f03,82.49.72.2,Linyi,Yunnan,Chrome,Adwords,/cart,cart
812692,62481,898fcb01-94ca-485e-8dda-d8fbad297e92,143.88.173.20,Daqing,Yunnan,Safari,YouTube,/cart,cart
283443,21651,9c5b779b-764d-4669-8acd-a08af44f8b0d,187.181.105.200,Shanghai,Yunnan,IE,Email,/cart,cart
283460,21651,3b2d8bde-d44d-48ef-895a-e7353e7e6a9b,113.191.224.116,Shanghai,Yunnan,Chrome,Email,/cart,cart
1239496,94693,8081137a-5a31-40f7-8b1f-754f1352a67c,148.162.237.161,São Luís,Maranhão,Firefox Mobile,Adwords,/cart,cart
1239480,94693,7abaef69-6982-4e16-8019-42b2e68a43de,175.138.125.27,São Luís,Maranhão,Chrome Mobile,Email,/cart,cart
587898,45053,26b69987-be7e-482d-a65d-871f0710f792,56.106.196.37,Viana,Maranhão,Firefox,Email,/cart,cart
491193,37523,f931001c-8e9f-46f8-ba2a-262129055b22,218.206.56.71,West Plains,Missouri,Firefox,Facebook,/cart,cart
261867,19999,66538259-79ea-49fc-b793-5e20d76f0e35,211.235.139.87,Handan,Hebei,Firefox Mobile,Facebook,/cart,cart
550971,42127,77e09ed0-996a-4f4a-81c2-e49f411ff119,199.174.80.85,High-sand city,Hyogo,Chrome Mobile,Adwords,/cart,cart
186851,14246,1e35ea58-22ff-4a81-9e83-12e355c8f379,40.168.11.10,Żagań,Lubuskie,Other,YouTube,/cart,cart
880378,67596,05b09cdf-8c8c-49fd-a887-716aff58e5a5,44.102.140.84,Santarém,Pará,Chrome Mobile,Adwords,/cart,cart
1281231,97904,2ab67b1d-022c-4c51-aa1d-33461f27dadc,91.98.156.210,Ulsan Metropolitan City,Ulsan Metropolitan City,Safari Mobile,Email,/cart,cart
1281228,97904,2ab67b1d-022c-4c51-aa1d-33461f27dadc,91.98.156.210,Ulsan Metropolitan City,Ulsan Metropolitan City,Safari,Email,/cart,cart
321461,24518,7e90558d-3ead-4d72-a899-001b2e65a61a,193.30.149.205,,Pará,Chrome,YouTube,/cart,cart
1089876,83472,500211a1-3cdc-4f75-8363-64e1663f288a,113.147.223.64,Ulsan Metropolitan City,Ulsan Metropolitan City,Chrome,Email,/cart,cart
1211251,92575,a28d9516-f3ba-465c-9d04-e6693ff6261d,16.152.176.230,Macapá,Amapá,Chrome Mobile,Email,/cart,cart
846622,65079,f2b8f25f-d69b-46c8-959e-2cc9a493acc9,167.72.3.93,Sena Madureira,Acre,Other,Organic,/cart,cart
1113640,85265,946eb97a-7b9a-40c0-8570-39de74176348,223.199.145.117,Tarauacá,Acre,Chrome Mobile,Adwords,/cart,cart
951070,72838,97f5de59-f383-439a-916e-71e42c78736f,136.236.177.50,Palma,Islas Baleares,Chrome,Email,/cart,cart
951092,72838,95c576c1-d856-4f03-a63d-2a5c76cb54c8,106.109.196.57,Palma,Islas Baleares,Chrome,Organic,/cart,cart
272645,20830,c2487df3-fd9b-4aba-873e-9e64bc4ebade,66.149.48.20,Daegu Metropolitan City,Daegu Metropolitan City,Chrome,Adwords,/cart,cart
254252,19437,54e31dbb-41d8-4523-ae1d-81adfab66d92,158.208.126.142,Daegu Metropolitan City,Daegu Metropolitan City,Firefox,Email,/cart,cart
254245,19437,c176f294-b936-45d3-95d7-2ed77f048021,217.136.87.139,Daegu Metropolitan City,Daegu Metropolitan City,Chrome,Email,/cart,cart
254255,19437,54e31dbb-41d8-4523-ae1d-81adfab66d92,158.208.126.142,Daegu Metropolitan City,Daegu Metropolitan City,Firefox,Email,/cart,cart
756163,58044,10199973-dda5-4a66-a4ca-f1b6f7bb2b26,154.90.31.130,Stuttgart,Baden-Württemberg,Chrome Mobile,Adwords,/cart,cart
1115146,85376,654892fe-a8af-4982-b15b-3dadda38ec88,82.139.183.197,Parsippany-Troy Hills,New Jersey,Chrome,Email,/cart,cart
208878,15903,a6997138-08b2-4aa3-a940-c35227d52ee2,62.43.50.109,Stuttgart,Baden-Württemberg,Safari Mobile,YouTube,/cart,cart
440660,33631,d7802f52-4087-4923-83a6-835ac9b7c6af,122.20.244.160,Daegu Metropolitan City,Daegu Metropolitan City,Chrome Mobile,Email,/cart,cart
440685,33631,33cb8ee4-67f1-4169-9d33-0684fd46be4c,19.174.26.223,Daegu Metropolitan City,Daegu Metropolitan City,Chrome,Email,/cart,cart
646987,49530,a921e487-f5a7-498d-a320-aabcbd1f460e,89.202.43.128,Chengdu,Shaanxi,Chrome,Email,/cart,cart
729199,55893,d475cbd1-4530-4de0-939b-78a6539c3e8e,181.138.36.84,Zhangzhou,Shaanxi,Chrome,Email,/cart,cart
729203,55893,e631a0e5-42fd-4edb-829d-5e6f711eea54,170.155.181.121,Zhangzhou,Shaanxi,Chrome,Facebook,/cart,cart
908882,69789,9f8daff3-9784-48dc-9fe9-c6d83b03d09d,183.197.197.109,Sassenay,Bourgogne-Franche-Comté,Firefox,Adwords,/cart,cart
908862,69789,9016cf6c-0106-49bd-b5b4-e748a67f76ea,173.246.231.110,Sassenay,Bourgogne-Franche-Comté,Safari,Email,/cart,cart
2275340,0,9497ce78-f777-4fdf-9cf2-5da74eb1e65c,221.234.145.223,,Distrito Federal,Chrome,Facebook,/cart,cart
112807,8637,7a1a6595-5528-4450-966f-c169d267976e,62.154.236.147,Beijing,Hebei,Safari,Adwords,/cart,cart
112810,8637,7a1a6595-5528-4450-966f-c169d267976e,62.154.236.147,Beijing,Hebei,Safari Mobile,Adwords,/cart,cart
112804,8637,7a1a6595-5528-4450-966f-c169d267976e,62.154.236.147,Beijing,Hebei,Safari,Adwords,/cart,cart
633328,48474,75a9afae-8bbc-4dc9-9443-eca89da599dc,167.63.109.240,Launceston,Tasmania,Firefox Mobile,Adwords,/cart,cart
823150,63292,4a483d3a-7c1d-42de-9b49-a48f76e04cb6,52.55.204.144,Santo Antônio do Descoberto,Goiás,Chrome Mobile,Email,/cart,cart
823134,63292,de9ae459-b1e2-4c97-9850-05c1cc391f6c,53.53.186.246,Santo Antônio do Descoberto,Goiás,Chrome,Email,/cart,cart
475954,36289,eabe1195-e329-4053-a02d-ee71ccb80357,81.99.66.225,Águas Lindas de Goiás,Goiás,Chrome Mobile,Adwords,/cart,cart
475948,36289,eabe1195-e329-4053-a02d-ee71ccb80357,81.99.66.225,Águas Lindas de Goiás,Goiás,Chrome,Adwords,/cart,cart
1134634,86764,38cfe993-f087-46a2-9e41-df0e46ff3dd3,85.93.196.85,Wenzhou,Gansu province,Safari,Email,/cart,cart
1134608,86764,7f9ee89f-f008-4db6-959c-8a5abeede80b,107.167.97.108,Wenzhou,Gansu province,IE,Email,/cart,cart
1134614,86764,7f9ee89f-f008-4db6-959c-8a5abeede80b,107.167.97.108,Wenzhou,Gansu province,IE,Email,/cart,cart
75433,5796,8974de4b-7bfa-47f5-a4b3-bd3803405a6c,177.26.18.132,Jersey City,New Jersey,Chrome Mobile,Adwords,/cart,cart
518110,39582,ec615395-c5da-4163-8931-801e4d6d83a2,120.99.70.171,呉 市,Hiroshima,Chrome,Email,/cart,cart
942619,72195,49b02df4-bbc0-42d6-81ae-79c42312f4b4,31.113.46.139,Goiânia,Goiás,Firefox,Adwords,/cart,cart
871715,66952,d78f07f5-e09f-4d79-b7ec-298e513fc649,7.170.43.55,Zhanjiang,Hebei,Chrome,Email,/cart,cart
679335,52022,5d1b8744-c0b5-46a6-b423-8500a089a72c,216.100.190.220,Wenzhou,Hebei,Chrome,YouTube,/cart,cart
477301,36402,656833b0-dafd-4136-8025-b2c71af5e7e2,132.86.21.182,Porangatu,Goiás,Chrome,Email,/cart,cart
257841,19710,a549fcff-d1a8-489d-ba0a-c39083b3573b,67.123.134.187,League City,Texas,Chrome Mobile,Email,/cart,cart
1015339,77791,e902c867-9846-45f3-b6f3-1221d9210cf4,52.192.59.68,San Antonio,Texas,Safari,Adwords,/cart,cart
321897,24544,037b2b17-b9df-4800-a5a8-101d4cb096dd,7.43.171.25,Sinop,Mato Grosso,Chrome,Facebook,/cart,cart
1285014,98160,fbf5d0e3-3202-45d2-819f-a6718463d78c,151.200.119.22,Garfield,Texas,Chrome,Adwords,/cart,cart
372372,28290,4b9df554-3cb7-420f-9163-791e3d2584f0,72.124.9.153,Round Rock,Texas,Safari Mobile,YouTube,/cart,cart
411848,31376,fde1dcc0-15a6-4a80-b1bf-93b39a244e03,203.4.132.157,Pohang City,Gyeongsangbuk-do,Firefox,Adwords,/cart,cart
312401,23831,d24e800f-a081-4b91-b9bc-c41148668ad2,66.218.175.173,Fürstenfeldbruck,Bayern,Chrome,YouTube,/cart,cart
312427,23831,f3333f38-7807-4277-85cd-df8368137537,104.104.61.118,Fürstenfeldbruck,Bayern,Firefox,YouTube,/cart,cart
439587,33558,75e919a1-c313-48ea-b943-754e0823ef7b,108.253.233.2,Weifang,Xinjiang Uygur Autonomous Region,Firefox,YouTube,/cart,cart
439577,33558,9e61a728-b2fb-4d7c-ba43-f10c3976bbdf,216.5.160.164,Weifang,Xinjiang Uygur Autonomous Region,Chrome Mobile,Adwords,/cart,cart
831588,63977,e7b463df-1155-4550-aca9-ac39e121673b,141.122.166.94,Weifang,Xinjiang Uygur Autonomous Region,Firefox,Adwords,/cart,cart
54582,4176,6b06092c-5f8f-4104-a373-a54aac402de9,21.44.51.58,Colombo,Paraná,Chrome,YouTube,/cart,cart
54579,4176,6b06092c-5f8f-4104-a373-a54aac402de9,21.44.51.58,Colombo,Paraná,Chrome Mobile,YouTube,/cart,cart
518971,39647,87f0ec9c-de5f-46f7-9cc0-708fcd6a0d68,176.215.229.243,Boise,Idaho,Chrome,Adwords,/cart,cart
468271,35712,3c56f4c8-4caf-4380-9feb-03c5a6fb9dca,187.23.89.27,Middelkerke,Flanders,Other,Email,/cart,cart
1167124,89186,e7992bf5-ba2f-4667-b930-5b4bb18aa4ca,31.107.193.166,Ingolstadt,Bayern,Firefox,Email,/cart,cart
1167114,89186,c0e0d811-c415-4c88-a73b-885a3a470c97,5.196.26.172,Ingolstadt,Bayern,Safari,Email,/cart,cart
913481,70118,4158608b-4d74-4508-a9ee-94e5a6fff88a,1.68.173.168,Mesa,Arizona,Chrome,Adwords,/cart,cart
745972,57260,8dde42af-765f-4739-bc75-b1ed67262147,207.217.202.116,Überlingen,Baden-Württemberg,Chrome,Email,/cart,cart
1211630,92610,c8b89333-6484-46c4-a02d-564a4444c8b7,65.221.115.255,La Habra,California,Firefox Mobile,Email,/cart,cart
661968,50697,2501296a-e00c-4b8f-b1ac-9b0cfb42ea36,21.72.125.7,Arcadia,California,Chrome,Email,/cart,cart
1075398,82344,082848d0-55d3-435d-a38e-5bb5f2664ea6,55.138.249.95,San Diego,California,Safari,Email,/cart,cart
1075392,82344,082848d0-55d3-435d-a38e-5bb5f2664ea6,55.138.249.95,San Diego,California,Safari,Email,/cart,cart
283862,21683,67ea4f73-8e2c-4d6c-94c1-8484918d980f,197.241.73.196,Clamart,Île-de-France,Safari,YouTube,/cart,cart
386345,29386,13b46438-f598-4ac9-acfa-28239a70df93,100.2.172.43,Laguna Niguel,California,Chrome,Facebook,/cart,cart
386340,29386,714d36c7-03b8-4a63-8f2d-ef47fb892003,54.73.171.210,Laguna Niguel,California,Safari,Email,/cart,cart
15372,1116,5f69ff0f-9598-46ec-a883-5654f6d45e40,9.209.229.22,Mission Viejo,California,Chrome,Email,/cart,cart
15369,1116,5f69ff0f-9598-46ec-a883-5654f6d45e40,9.209.229.22,Mission Viejo,California,Chrome,Email,/cart,cart
693584,53135,f5f0cf3b-7e5b-4c05-b246-ec0c05062c6a,40.136.53.156,Orange,California,Other,Adwords,/cart,cart
35286,2673,bdf82360-8240-4275-a650-da9cdc63fc97,221.220.87.178,Santa Paula,California,Firefox,Adwords,/cart,cart
27731,2088,f726989c-3917-4255-9e7c-df9651c35473,204.49.229.114,Goleta,California,Firefox,Email,/cart,cart
27744,2088,5f319fbb-8956-4255-a595-da018a632c47,148.141.194.75,Goleta,California,Safari,Email,/cart,cart
412254,31406,b2996ec4-1fd2-41fe-9e7c-e42ddc8d7aa5,27.192.226.120,Romainville,Île-de-France,Firefox,Adwords,/cart,cart
282459,21563,d24b430f-fd3b-423f-8630-0b2af671fed8,48.58.150.132,Bear Valley Springs,California,Other Mobile,YouTube,/cart,cart
282445,21563,f4b6a7a5-ff50-476b-9d50-f08f9425ca76,178.35.113.105,Bear Valley Springs,California,Chrome,Email,/cart,cart
449433,34302,6fc820e8-0530-4b7b-b2d4-4d9041e4231e,88.203.19.26,San Francisco,California,Chrome Mobile,Adwords,/cart,cart
449436,34302,6fc820e8-0530-4b7b-b2d4-4d9041e4231e,88.203.19.26,San Francisco,California,Chrome,Adwords,/cart,cart
1172623,89593,c0d6693a-a190-4083-b1cf-6b7f53ec052a,110.134.165.150,Argenteuil,Île-de-France,Chrome,Email,/cart,cart
595339,45636,8964045c-1ef8-41c3-9ab0-3217f9c19434,173.122.183.61,Occidental,California,Chrome Mobile,Adwords,/cart,cart
1227899,93841,d07465d9-b7b3-449f-96d2-9abbf209431c,87.78.54.175,Eaubonne,Île-de-France,Firefox,Adwords,/cart,cart
1227850,93841,0fb047da-4140-4a1d-a183-653a9a4b9a2c,111.66.16.19,Eaubonne,Île-de-France,Chrome Mobile,Adwords,/cart,cart
109445,8396,b8f52676-5400-49d4-86b7-164322217639,44.139.172.4,Gramado,Rio Grande do Sul,Chrome Mobile,Email,/cart,cart
400244,30506,cd6f9393-3877-4440-95df-ba975e73e193,211.74.22.231,Honolulu,Hawaii,Firefox,Email,/cart,cart
1037530,79538,0de007aa-079a-45f7-b81c-27889b5413ac,213.57.104.238,Springfield,Oregon,Chrome,Email,/cart,cart
649087,49694,80564149-fed2-4d55-a59b-4e16c11eeba8,108.144.104.212,Downpatrick,Northern Ireland,Firefox Mobile,Email,/cart,cart
649129,49694,22f206c1-b25c-477f-ae01-609cd0d75779,73.70.99.10,Downpatrick,Northern Ireland,Safari,Adwords,/cart,cart
700647,53656,29f3cd53-8c28-4c82-98bf-7022b45e7fac,91.166.16.35,Royal Leamington Spa,England,Safari,Email,/cart,cart
863267,66300,bee455d5-d0eb-4c8d-bb86-6733eca0f9a5,45.94.52.178,Newcastle upon Tyne,England,Firefox Mobile,Email,/cart,cart
811169,62380,8b5d4a32-be8e-4c70-a69f-0cb08784f4bd,117.245.216.85,Sutton-in-Ashfield,England,Chrome,Email,/cart,cart
1111024,85065,5bafdd59-4b87-4878-8e56-ac4f34fc0662,141.56.198.246,Launton,England,Chrome Mobile,Email,/cart,cart
579869,44429,3ddf97e5-74f7-42d6-8635-32bad25f617c,43.107.88.206,Godmanchester,England,Chrome Mobile,YouTube,/cart,cart
579860,44429,3ddf97e5-74f7-42d6-8635-32bad25f617c,43.107.88.206,Godmanchester,England,Chrome,YouTube,/cart,cart
579834,44429,87fe6f4d-cd21-4f68-9014-121e68e6d54b,16.112.81.19,Godmanchester,England,Chrome,Email,/cart,cart
579847,44429,4e4d5e56-1a88-4a2f-b9ff-09fdfcd3b1c8,137.37.139.89,Godmanchester,England,Other,Email,/cart,cart
941094,72072,e1de5b3d-485d-4292-941c-611af615fdb1,219.165.85.190,Hambledon,England,Safari,Adwords,/cart,cart
187713,14288,a1d73bf5-bb15-407a-8f66-f2f0107b1827,146.40.253.53,Weston,England,Chrome,Facebook,/cart,cart
140034,10643,b0c27290-6393-4043-b3a8-09b7ffd5d8d0,180.3.70.136,São Paulo,São Paulo,Firefox,Email,/department/men/category/underwear/brand/emporioarmani,department
140041,10643,6e0daca4-a622-43ea-94aa-ac77e5520dbf,173.58.126.138,São Paulo,São Paulo,Firefox,Email,/department/men/category/jeans/brand/lee,department
870763,66865,d3753a41-1f5f-4e4b-b388-c76602644e13,115.153.125.21,Caieiras,São Paulo,Firefox,Email,/department/men/category/suits&sportcoats/brand/tommyhilfiger,department
870741,66865,5f4f29ec-7aeb-4020-b5c3-06265b410661,36.6.247.40,Caieiras,São Paulo,IE Mobile,Email,/department/men/category/swim/brand/o'neill,department
870767,66865,2f81ddce-aeef-42ef-969c-48749c8e9db2,151.65.83.114,Caieiras,São Paulo,Safari,Adwords,/department/men/category/active/brand/champion,department
1018012,77998,86062b46-f1a2-4c30-9add-0dc24bfdc0a9,48.156.119.5,NanNing,Beijing,Firefox Mobile,Email,/department/women/category/sleep&lounge/brand/tommyhilfiger,department
1231014,94051,51eaac3b-6535-4c25-8cc7-7d97093f7252,20.226.135.163,Shanghai,Beijing,Chrome Mobile,Email,/department/women/category/intimates/brand/flexees,department
1231020,94051,51eaac3b-6535-4c25-8cc7-7d97093f7252,20.226.135.163,Shanghai,Beijing,Chrome,Email,/department/women/category/intimates/brand/flexees,department
286342,21879,e9f1343c-b15f-414c-822e-7682ed5e80af,104.225.37.254,Beijing,Beijing,Chrome,Facebook,/department/women/category/swim/brand/corona,department
1306581,99890,c6a17035-66b9-4a9b-9125-84136f3a6a8f,89.55.100.250,New York,New York,Chrome,Adwords,/department/women/category/outerwear&coats/brand/oakley,department
1112419,85165,4387f6d4-3e18-4207-b251-04327b37e651,17.242.251.152,New York,New York,Other,Organic,/department/men/category/jeans/brand/wrangler,department
1047931,80312,d8067aa9-dd28-46c4-8e12-bfa693f5cb87,210.174.147.126,Putian,Liaoning,Firefox Mobile,Email,/department/men/category/pants/brand/ballin,department
541777,41343,4357588b-b299-41d5-a704-d712f48479a6,10.36.21.92,Centereach,New York,Chrome Mobile,YouTube,/department/women/category/pants&capris/brand/jonesnewyork,department
969425,74264,99b41304-d9ad-4f56-aa62-50963115d70b,131.195.243.19,Seoul,Seoul,Chrome Mobile,Email,/department/men/category/sweaters/brand/michaelkors,department
953870,73047,484f2b0f-0faa-4813-99f3-8c6adbe2ebb4,74.158.148.202,Dongguan,Liaoning,Chrome,Email,/department/men/category/sweaters/brand/skedouche,department
