location_id,location_name,address,city,state,zip_code,latitude,longitude
2153,Hines-Mckay,681 Mary Mill,Roseville,CA,93111,-48.484988,-141.899064
2620,"Carlson, Griffith and Reese",311 Mckinney Port,Escondido,CA,90446,-64.648068,91.528160
2975,Mccarthy Inc,9987 Garner Knolls Apt. 397,Oakland,CA,93193,-68.3555225,65.437239
7660,"Frederick, Perez and Wallace",9590 Jerry Manor,San Bernardino,CA,92295,-30.817409,-49.927857
9689,Santos-Medina,09706 Edward Underpass,Long Beach,CA,92117,36.738941,-121.913013
4763,Tucker-Farrell,68992 Horton Crossing,San Diego,CA,93112,-83.1993905,-17.974291
4771,"Mccann, Moore and Smith",3966 Dixon Overpass Suite 772,San Francisco,CA,92899,-64.682470,37.919386
9559,Coleman-Rodgers,72494 Tristan Island Suite 532,Santa Rosa,CA,94810,-72.169265,-87.105835
2172,"Garcia, Arias and Jones",91882 Gabriel Crest,Roseville,CA,94832,-76.5076175,139.352810
3355,Perkins Inc,53009 Dawson Mountains,Oxnard,CA,91955,-13.908621,-78.170669
5718,Schmidt LLC,50332 Rhonda Island,Fullerton,CA,94258,-75.8111135,-4.337925
5204,Moore Inc,422 John Island Apt. 356,Irvine,CA,92276,77.919282,140.648180
4394,Hunt Inc,3888 Andrew Forges Apt. 894,Corona,CA,92468,84.9013185,-95.755132
3108,Harper-Combs,376 Curtis Ford Suite 471,Oakland,CA,93936,-79.285284,1.374836
8750,"Cox, Thomas and Armstrong",540 Rodriguez Meadow,Roseville,CA,91306,45.138097,-0.632301
2815,"Barnes, Foley and Sawyer",008 James Trafficway Suite 197,Palmdale,CA,94452,3.357019,59.962331
1463,"Pham, Nicholson and May",920 Jessica Junction Suite 956,Oakland,CA,93153,-63.574289,-72.972501
4819,Reyes PLC,137 Christopher Village Apt. 050,Oceanside,CA,93401,-25.8303225,-1.978992
9536,Brown Ltd,800 Peters Mountain Apt. 643,Irvine,CA,91019,17.835358,93.621048
6822,Peterson-Perez,704 Mendoza Parkways,Elk Grove,CA,94043,-17.530377,105.465625
8144,"Gonzalez, Hayden and Diaz",366 Hansen Light Apt. 428,Oceanside,CA,94457,-65.534353,68.010140
6920,Lane Inc,2232 Evans Islands Apt. 301,Elk Grove,CA,94128,63.6925185,-9.952388
9713,Kim Ltd,3379 Weiss Forks Apt. 228,Los Angeles,CA,90116,12.7381655,0.107703
5442,Anderson-Lowery,84536 Raymond Shores,Sunnyvale,CA,93538,13.0823775,105.000301
7239,Parks PLC,85867 Shawn Prairie Apt. 886,San Francisco,CA,93027,-32.1908125,-57.908861
1497,Terry Inc,40402 Jones Haven,Pomona,CA,93146,-21.816193,89.698130
8974,White Inc,755 Perez Mountain,Escondido,CA,93880,61.4413285,-12.785527
